@relation 'Waveform ARFF file header-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute class {0,1,2}

@data
1.69,0.32,3.05,2.49,1.02,4.38,4.97,4.71,3.19,3.71,4.69,-0.32,2.46,2.41,1.79,-0.13,-0.88,0.15,0.43,-1.48,-0.21,1
-1.37,-0.03,0.43,2.35,3.79,2.17,5.14,3.94,3.56,3.95,3.21,1.47,2.37,0.54,1.76,0.52,-1.23,0.56,0.27,-1.46,-0.34,1
0.62,-0.62,0.18,1.09,-0.38,1.16,4.72,3.87,3.78,3.74,6.71,4.43,2.92,5.29,1.56,0.43,2.04,0.45,0.45,0.62,-1.58,1
-0.44,-1.31,4.09,1.04,4.26,4.02,5.8,3.88,2.26,3.47,3.57,3.22,0.34,0.73,0.32,1.29,-1.3,0.72,-0.93,1.32,-0.46,1
1.49,1.97,-0.15,0.41,0.03,1.19,2.65,3.48,3.36,6.44,6.76,3.25,4.26,0.16,0.88,1.98,0.59,0,-0.09,1.86,1.47,1
0.34,1.66,1.15,4.03,2.87,3.57,6.65,5.27,4.27,1.39,2.52,0.28,0.29,-0.77,-0.25,0.88,-1.07,-0.55,0.72,0.2,0.46,1
-0.77,-0.57,1.29,0.17,1.76,2.36,3.56,5.45,5,3.34,2.46,2,2.31,2.4,1.64,0.84,-0.25,-0.02,-0.27,-0.5,0.28,1
-0.84,1.25,0.23,1.54,1.64,1.61,5.05,4.11,5.47,2.8,3.25,2.33,1.39,0.24,2.1,0.91,-0.93,-1.02,1.16,0.44,0.04,1
-0.37,1,0.3,0.74,1.49,2.65,4.01,4.79,4.14,3.45,4.81,5.27,4.39,0.53,0.44,-0.27,0.28,0.98,-0.45,-0.18,1.01,1
-0.61,0.04,-0.84,0.24,0.17,-1.01,3.48,4.66,4.19,2.28,4.9,3.55,3.3,1.86,1.77,1.38,-0.54,0.69,1.54,-0.67,2.16,1
-2.77,1.64,0.65,2.81,3.49,5.33,4.35,3.98,4.12,3.32,2.54,1.6,1.12,0.26,0.94,-0.48,0.76,0.49,2.04,1.28,-1.74,1
-0.12,-0.29,1.83,-1.01,0.49,2.28,3.77,4.05,4.97,6.05,5.64,4.01,1.69,2.33,1.56,1.17,-0.18,1.83,-0.33,-2.28,-0.12,1
-1.32,2.2,0.83,2.19,-0.98,2.25,3.54,2.55,4.89,3.93,3.97,4.62,1.33,3,-1.32,-1.89,-0.7,0.13,-0.65,0.35,0.48,1
-0.32,1.26,1.57,0.59,1.02,4.03,5.22,3.62,4.89,4.81,4.33,1.94,1.56,1.76,1.14,0.02,-0.75,0.21,-1.09,-0.7,1.71,1
0.68,1.57,0.58,2.63,1.57,3.16,4.9,4.31,1.91,4.01,4.67,2.83,1.44,0.77,1.47,-0.63,-0.8,1.47,0.76,-0.34,0.33,1
1.17,0.35,1.47,2.76,6.32,3.82,6.17,5.85,5.35,2.78,1.82,2.04,1.43,0.73,0.85,1.34,-1.65,0.18,-0.92,-0.71,0.54,1
-0.49,1.04,1.81,2.72,3.81,2.88,5.31,4.57,2.57,3.9,4.29,1.36,0.43,0.29,2.19,-0.43,0.16,-0.53,-0.03,-0.7,0.14,1
0.74,-1.43,-1.46,-0.18,-1.55,1.43,1.9,3.79,1.79,6.74,6.35,5.1,2.25,2.27,2.17,1.16,-1,1.43,0.81,0.01,0.41,1
1.74,2.23,1.97,1.45,2.82,5.95,6.17,5.66,3.24,4.38,3.94,1.76,1.86,0.74,-0.19,1.9,0.32,2.79,0.27,1.31,-1.99,1
1.08,1.21,0.84,2.83,4.13,3.8,5.58,3.46,3.65,4.25,2.78,1.56,0.49,1.52,1.18,1.64,-1.63,-0.57,0.25,-0.52,1,1
-1.35,0.93,1.37,2.13,1.44,1.51,3.39,3.74,3.95,3.23,4.49,4.43,3.43,3.2,1.37,-0.46,-1.48,2.16,0.28,-0.45,2.36,1
-0.88,-0.65,1.41,2.56,2.9,3.37,4.77,5.52,3.27,4.78,4.13,1.36,1.43,-1.27,-0.67,-0.4,-0.84,-0.35,0.64,1,0.34,1
-1.95,1.77,0.11,1.98,3.17,3.08,4.77,3.14,4.09,3.53,3.48,4.72,1.58,2.05,3.18,1.85,-0.17,0.38,-0.85,0.51,-0.79,1
0.09,-0.65,-0.41,0.69,4.11,1.77,2.25,2.75,2.99,4.66,4.92,4.02,2.83,2.49,1.31,1.01,1.06,-0.85,-0.73,-1.46,-0.58,1
-0.63,0.96,-0.6,1.58,-0.06,1.36,2.67,3.84,5.79,5.37,6,4.48,1.74,4.65,1.63,1.6,0.85,-2.67,0.5,-0.45,1.93,1
0.8,-0.96,0.19,2.31,0.12,3.83,2.79,3,3.89,3.18,4.53,1.77,3.19,2.55,1.45,0.68,0.56,-0.56,-0.16,0.64,-1.51,1
-0.1,0.61,-0.86,-0.99,0.09,0.94,1.03,3.9,4.27,5.66,6.41,3.83,3.34,5.12,2.44,-0.43,-0.9,0.81,0.81,-1.84,-0.84,1
0.46,0.48,3.25,1.82,5.57,3.18,3.48,4.12,4.36,1.64,4.14,1.39,1.09,1.77,0.67,-0.7,-1.04,-0.53,-0.15,-1.97,1.03,1
0.51,-0.07,0.01,1.81,1.15,2.36,4.4,3.76,4.61,4.19,5.3,3.43,3.91,3.07,1.76,-0.23,-1.6,-1,-0.18,-0.47,0.84,1
1.47,0.84,1.14,3.23,4.5,2.05,3.98,5.03,3.9,3.01,4.43,1.75,0.38,-1.08,0.36,0.75,-1.7,-0.38,-0.51,-0.51,1.41,1
0.2,0.23,-0.2,0.2,-0.96,0.56,3.16,3.65,4.22,4.86,7.57,4.63,1.61,3.31,3.36,0.05,1.82,-1.24,-1.32,0.24,-0.64,1
-1.02,1.23,-0.02,1.56,1.8,2.14,4.06,5.42,5.42,5.44,4.77,3.99,1.92,3.18,0.23,1.46,0.2,-0.81,0.05,0.47,-1.43,1
-1.24,0.54,-0.52,-0.11,-0.17,-0.09,3.08,2.37,4.88,4.69,6.89,5.56,2.74,1.96,2.92,1.49,0.77,1.03,0.32,-0.86,-0.07,1
0.96,3.32,1.94,2.28,2.98,4.46,6.14,3.83,4.4,4.49,2.31,3.83,1.03,0.14,0.59,-0.65,0.71,-0.73,1.1,-0.58,-0.59,1
1.71,0.67,2.47,2.64,2.48,4.83,7.36,6.32,4.46,2.23,3.56,3.91,1.07,1.04,1.35,-0.17,0.37,-0.49,1.53,0.09,1.04,1
0.85,1.33,1.02,-1.41,1.94,2,2.03,2.89,4.38,5.5,5.03,3.01,3.14,0.78,2.25,1.43,-0.01,2.03,0.53,-0.37,0.42,1
-0.08,0.49,-0.25,1.2,1.17,1.51,4.96,4.87,3.98,5.79,4.36,2.2,1.61,1.86,1.57,1.13,-1.56,-0.62,-0.45,0.15,0.06,1
0.2,1.35,1.44,2.29,0.79,3.52,3.91,4.18,3.88,4.44,4.16,1.16,2.08,0.25,0.39,0.49,0.23,-0.32,-1.17,0.71,0.64,1
-0.48,0.28,1.19,3.06,4.61,5.92,4.69,5.65,5.79,1.74,1.85,1.08,-1.6,-0.46,0.26,-0.64,-0.61,-0.28,0.9,-0.62,1.17,1
-0.16,1,1.05,2.65,0.76,3.35,3.35,3.55,4.24,2.66,3.89,1.54,1.76,0.67,1.28,0.91,-1.07,1.57,-0.77,1.26,-0.85,1
-2.19,-0.8,0.04,1.29,-1.02,2.9,1.34,4.34,3.25,6.12,4.6,4.13,2.97,4.48,1.76,1.07,-0.53,-0.68,-1.12,1.05,-0.23,1
-0.23,-0.4,2.44,4.46,1.57,4.35,6.21,6.2,3.34,2.73,2.12,3.35,1.46,1.58,0.02,0.9,0.18,-1.39,-0.58,-0.56,-1.48,1
-0.47,0.87,-0.32,3.15,1.71,4.57,1.85,4.82,2.56,6.64,3.59,2.5,0.95,2.71,1.67,1.09,-0.41,0,0.46,2.89,0.06,1
-1.21,2.39,2.6,1.17,1.48,2.68,4.99,4.34,3.66,3.43,4.03,3.15,1.26,0.99,-1.01,-0.14,-0.08,0.11,-0.61,1.29,-0.57,1
0.35,1.1,1.3,-1.65,-0.1,3.45,2.69,3.65,5.02,4.65,3.71,2.65,2.43,0.27,3.46,0.29,0.28,-0.52,0.75,-0.29,1.42,1
0.12,0.84,1.01,1.88,2.85,3.75,5.68,5.99,3.92,4.5,1.94,0.99,-0.18,1.59,1.76,0.64,-0.65,1.34,-0.39,-0.11,2.63,1
-0.42,0.94,2.03,2.13,4.36,5.81,5.89,5.14,4.18,4.48,2.9,0.6,-0.13,-1.26,0.17,0.15,-0.27,1.04,-0.22,0.16,-1.64,1
